出发站,到达站,出发站lng,出发站lat,到达站lng,到达站lat
百汇商场,小西门(东风西路),102.697769,25.046249,102.700621,25.041437
南太桥(东风东路),塘子巷,102.718021,25.03803,102.720091,25.031311
塘子巷,和平村(北京路),102.720091,25.031311,102.720373,25.028611
和平村(北京路),北京路口(环城南路),102.720373,25.028611,102.721848,25.024202
吴井桥(环城南路),市第三人民医院,102.727057,25.02566,102.730204,25.022943
市第三人民医院,吴井路,102.730204,25.022943,102.731796,25.021029
吴井路,民航路口(吴井路),102.731796,25.021029,102.735794,25.022354
民航路口(吴井路),五里多村,102.735794,25.022354,102.738625,25.0201
官渡广场(民航路),关上(日新路),102.744423,25.011875,102.748215,25.008451
关上(日新路),官渡区医院,102.748215,25.008451,102.751526,25.011358
官渡区医院,巫家坝车场(雨龙路),102.751526,25.011358,102.753997,25.007951
巫家坝车场(雨龙路),巫家坝车场,102.753997,25.007951,102.754779,25.006111
盛惠园小区,6号路,102.780357,25.025925,102.78112,25.023863
6号路,天文台(金马路),102.78112,25.023863,102.784897,25.020798
天文台(金马路),金马路东段,102.784897,25.020798,102.781342,25.018963
金马路东段,金马路中段,102.781342,25.018963,102.769501,25.019022
金马路中段,凉亭村,102.769501,25.019022,102.764893,25.021702
凉亭村,凉亭(金马路),102.764893,25.021702,102.758194,25.023867
凉亭(金马路),黑土凹(金马路),102.758194,25.023867,102.751373,25.027344
黑土凹(金马路),东骧神骏小区(东风东路),102.751373,25.027344,102.749725,25.030565
东骧神骏小区(东风东路),金马寺(东风东路),102.749725,25.030565,102.748398,25.033083
金马寺(东风东路),金马立交桥(东风东路),102.748398,25.033083,102.743789,25.035612
金马立交桥(东风东路),大树营地铁站,102.743789,25.035612,102.741207,25.036949
大树营地铁站,曙光路口(东风东路),102.741207,25.036949,102.737995,25.038438
曙光路口(东风东路),董家湾(环城东路),102.737995,25.038438,102.734421,25.035793
董家湾(环城东路),东站(环城东路),102.734421,25.035793,102.734398,25.033293
东站(环城东路),东站(环城南路),102.734398,25.033293,102.733481,25.030247
东站(环城南路),吴井路口(民航路),102.733481,25.030247,102.736493,25.023385
吴井路口(民航路),官渡广场(民航路),102.736493,25.023385,102.744308,25.012049
官渡广场(民航路),巫家坝车场,102.744308,25.012049,102.754981,25.006142
东部公交枢纽站,青龙山,102.789406,25.037813,102.791954,25.044558
青龙山,青龙村(金瓦路),102.791954,25.044558,102.795126,25.050039
青龙村(金瓦路),花之城广场,102.795126,25.050039,102.790482,25.053086
花之城广场,东郊黄土坡,102.790482,25.053086,102.784557,25.051289
东郊黄土坡,白沙河,102.784557,25.051289,102.779501,25.048602
白沙河,市委党校(金瓦路),102.779501,25.048602,102.775608,25.048997
市委党校(金瓦路),东三环路口(金瓦路),102.775608,25.048997,102.770534,25.048707
东三环路口(金瓦路),郭家凹,102.770534,25.048707,102.762543,25.04747
郭家凹,金沙路口,102.762543,25.04747,102.757934,25.043338
金沙路口,金瓦路口(虹桥路),102.757934,25.043338,102.751437,25.040495
金瓦路口(虹桥路),王大桥,102.751437,25.040495,102.748468,25.041649
王大桥,新迎路口(人民东路),102.748468,25.041649,102.73951,25.043911
新迎路口(人民东路),东华小区,102.73951,25.043911,102.734268,25.043938
东华小区,理工大学新迎校区,102.734268,25.043938,102.729431,25.048298
席子营(环城东路),环城北路,102.726555,25.050869,102.722641,25.05337
环城北路,火车北站(环城北路),102.722641,25.05337,102.717781,25.055021
小菜园立交桥,莲花宾馆,102.710159,25.060146,102.704575,25.062405
莲花宾馆,教场路口(学府路),102.704575,25.062405,102.700691,25.062973
教场路口(学府路),理工大学北门(学府路),102.700691,25.062973,102.695175,25.063229
理工大学北门(学府路),冶金学校,102.695175,25.063229,102.68888,25.064127
金鼎园,黄土坡后街,102.675353,25.063848,102.674015,25.064041
黄土坡后街,黄土坡,102.674015,25.064041,102.671181,25.064032
康盛电器城,新亚洲体育城,102.764579,24.941541,102.76306,24.942687
新亚洲体育城,普自村,102.76306,24.942687,102.756832,24.948789
普自村,云秀路口(广福路),102.756832,24.948789,102.754761,24.951128
云秀路口(广福路),官渡古镇(广福路),102.754761,24.951128,102.752483,24.953754
官渡古镇(广福路),宝象河(广福路),102.752483,24.953754,102.74855,24.958177
宝象河(广福路),世纪城(广福路),102.74855,24.958177,102.74617,24.960846
世纪城(广福路),五甲河(广福路),102.74617,24.960846,102.74,24.967739
五甲河(广福路),昌宏路口(广福路),102.74,24.967739,102.736758,24.970395
昌宏路口(广福路),中闸(广福路),102.736758,24.970395,102.734158,24.972001
中闸(广福路),海边沟,102.734158,24.972001,102.729095,24.974796
海边沟,广福路口(双凤路),102.729095,24.974796,102.725929,24.978298
广福路口(双凤路),双凤路口(锦城路),102.725929,24.978298,102.725929,24.98052
双凤路口(锦城路),陈家庄,102.725929,24.98052,102.721252,24.982365
陈家庄,时代风华小区(官南大道),102.721252,24.982365,102.72049,24.98608
时代风华小区(官南大道),小街(官南大道),102.72049,24.98608,102.721832,24.994427
小街(官南大道),银海森林小区(日新路),102.721832,24.994427,102.725563,25.001015
银海森林小区(日新路),银苑小区(日新路),102.725563,25.001015,102.729164,25.001503
银苑小区(日新路),双桥村,102.729164,25.001503,102.73056,25.006588
双桥村,昆明会展中心(春城路),102.73056,25.006588,102.729034,25.011515
昆明会展中心(春城路),昆明站(永平路),102.729034,25.011515,102.722401,25.018607
半岛车场,环湖东路口(珥季路),102.722066,24.933832,102.720122,24.93474
环湖东路口(珥季路),昌宏西路口(环湖东路),102.720122,24.93474,102.715694,24.935178
昌宏西路口(环湖东路),滇池会展中心(环湖东路),102.715694,24.935178,102.704453,24.940734
滇池会展中心(环湖东路),海华街口,102.704453,24.940734,102.699245,24.936762
海华街口,福保村,102.699245,24.936762,102.695009,24.934635
福保村,福保文化城,102.695009,24.934635,102.688733,24.93806
福保文化城,福保路南段,102.688733,24.93806,102.691997,24.941758
福保路南段,环湖东路口(福保路),102.691997,24.941758,102.696419,24.947674
环湖东路口(福保路),新二村,102.696419,24.947674,102.698611,24.950981
新二村,陶李村,102.698611,24.950981,102.703011,24.95652
陶李村,曹家桥,102.703011,24.95652,102.70591,24.958511
曹家桥,六甲(福保路),102.70591,24.958511,102.708992,24.961161
六甲(福保路),小康路口(福保路),102.708992,24.961161,102.714836,24.967751
小康路口(福保路),张家庙村,102.714836,24.967751,102.717812,24.972678
张家庙村,广福路口(官南大道),102.717812,24.972678,102.719497,24.981233
广福路口(官南大道),时代风华小区(官南大道),102.719497,24.981233,102.720486,24.986068
海口(车场),新发小区,102.601952,24.782379,102.660786,25.035326
新发小区,兴苑路口,102.660786,25.035326,102.661345,25.040339
兴苑路口,海源南路口,102.661345,25.040339,102.662908,25.046128
海源南路口,近华浦路口,102.662908,25.046128,102.676216,25.04516
近华浦路口,小西门远郊车场(下客处),102.676216,25.04516,102.69735,25.044067
双龙桥,华昌路口(环城南路),102.713247,25.023607,102.702886,25.022691
华昌路口(环城南路),昆明冠生园(严家地),102.702886,25.022691,102.697014,25.019779
昆明冠生园(严家地),金牛小区,102.697014,25.019779,102.692261,25.015799
金牛小区,老年活动中心,102.692261,25.015799,102.688941,25.012795
老年活动中心,正和小区,102.688941,25.012795,102.677274,25.006918
正和小区,广福路口(滇池路),102.677274,25.006918,102.672209,25.002747
广福路口(滇池路),渔堆村,102.672209,25.002747,102.67028,25.001225
渔堆村,大坝村,102.67028,25.001225,102.668095,24.999557
大坝村,边防路口(滇池路),102.668095,24.999557,102.66451,24.995191
边防路口(滇池路),河尾村,102.66451,24.995191,102.661176,24.990082
河尾村,西贡码头(滇池路),102.661176,24.990082,102.662721,24.984818
印城家苑小区,东原启城,102.873984,25.023516,102.86911,25.029214
东原启城,西冲小学(新320国道),102.86911,25.029214,102.870703,25.036293
西冲小学(新320国道),大板桥镇,102.870703,25.036293,102.880317,25.045725
大板桥镇,大板桥明应寺,102.880317,25.045725,102.875911,25.044523
大板桥明应寺,电杆厂,102.875911,25.044523,102.871975,25.043364
电杆厂,阿依村,102.871975,25.043364,102.868303,25.041085
阿依村,大板桥地铁站,102.868303,25.041085,102.876111,25.052995
昆明站(永平路),永安路口(北京路),102.722336,25.018599,102.72126,25.020687
东风广场(北京路),白塔路口(人民东路),102.719735,25.039301,102.72393,25.042814
白塔路口(人民东路),延安医院(人民东路),102.72393,25.042814,102.731003,25.043667
延安医院(人民东路),东华小区,102.731003,25.043667,102.735527,25.043829
东华小区,人民东路口(新迎路),102.735527,25.043829,102.740501,25.044909
人民东路口(新迎路),新迎路,102.740501,25.044909,102.740211,25.048798
新迎路,石闸立交桥(白龙路),102.740211,25.048798,102.742622,25.053688
人与自然小区,世博园,102.750082,25.062786,102.755004,25.071324
世博园,世博花园酒店,102.755004,25.071324,102.755113,25.075482
世博花园酒店,铂金大道路口(穿金路),102.755113,25.075482,102.756037,25.082305
穿金路北段,金殿(穿金路口),102.761879,25.086411,102.766907,25.087847
威远街口(护国路),东风广场(北京路),102.714897,25.039349,102.719742,25.039207
东风广场(北京路),昆明市实验中学,102.719742,25.039207,102.722046,25.042564
昆明市实验中学,新工人文化宫,102.722046,25.042564,102.729317,25.04347
新工人文化宫,理工大学新迎校区,102.729317,25.04347,102.729424,25.048302
理工大学新迎校区,席子营(新兴路),102.729424,25.048302,102.729004,25.051262
席子营(新兴路),新兴路中段,102.729004,25.051262,102.73127,25.053343
新兴路中段,新兴路,102.73127,25.053343,102.735313,25.057127
新兴路,穿金路口(白云路),102.735313,25.057127,102.734497,25.059475
穿金路口(白云路),小坝(穿金路),102.734497,25.059475,102.735165,25.061758
公交东部修理公司,凉亭中路,102.762405,25.027752,102.760525,25.02605
凉亭中路,凉亭(金马路),102.760525,25.02605,102.758177,25.023876
凉亭(金马路),彩云北路口(归十西路),102.758177,25.023876,102.750634,25.025378
彩云北路口(归十西路),菊华立交桥东口,102.750634,25.025378,102.747947,25.0249
菊华立交桥东口,菊花村,102.747947,25.0249,102.740681,25.027982
菊花村,东站(环城南路),102.740681,25.027982,102.733511,25.030265
东站(环城南路),民航路口(环城南路),102.733511,25.030265,102.731003,25.028507
民航路口(环城南路),吴井桥(环城南路),102.731003,25.028507,102.726602,25.025516
吴井桥(环城南路),春城路,102.726602,25.025516,102.726984,25.01796
春城路,昆明站南广场,102.726984,25.01796,102.723594,25.013958
昆明站南广场,官南立交桥(二环南路),102.723594,25.013958,102.715547,25.01424
官南立交桥(二环南路),马洒营(二环南路),102.715547,25.01424,102.709183,25.013676
马洒营(二环南路),福海立交桥东,102.709183,25.013676,102.700134,25.015417
福海立交桥东,气象路口(二环南路),102.700134,25.015417,102.690712,25.021484
气象路口(二环南路),西华园(二环南路),102.690712,25.021484,102.683685,25.025928
西华园(二环南路),大观桥,102.683685,25.025928,102.675552,25.030861
大观桥,明波建材灯具市场,102.675552,25.030861,102.667389,25.029596
明波建材灯具市场,小河埂(碧鸡路),102.667389,25.029596,102.660416,25.027431
小河埂(碧鸡路),西三环路口(碧鸡路),102.660416,25.027431,102.655846,25.026033
西三环路口(碧鸡路),苏家村(碧鸡路),102.655846,25.026033,102.648468,25.023647
苏家村(碧鸡路),大渔路口(碧鸡路),102.648468,25.023647,102.643715,25.020977
大渔路口(碧鸡路),小渔村(碧鸡路),102.643715,25.020977,102.637215,25.017181
小渔村(碧鸡路),省汽修一厂,102.637215,25.017181,102.632637,25.013403
省汽修一厂,省旧车报废中心,102.632637,25.013403,102.629715,25.008055
省旧车报废中心,干沟尾(碧鸡路),102.629715,25.008055,102.626839,25.000109
干沟尾(碧鸡路),车家壁,102.626839,25.000109,102.615938,24.992769
车家壁,碧鸡关,102.615938,24.992769,102.615356,24.988872
碧鸡关,高峣,102.615356,24.988872,102.618633,24.984575
巫家坝,日新小区(春城路),102.741662,24.997899,102.738556,24.999966
日新小区(春城路),日新村(春城路),102.738556,24.999966,102.735023,25.001572
日新村(春城路),双桥村,102.735023,25.001572,102.730568,25.006525
昆明会展中心(春城路),春城路,102.729065,25.011419,102.72657,25.019686
春城路,和平新村,102.72657,25.019686,102.725555,25.02672
和平新村,尚义巷口(东风东路),102.725555,25.02672,102.722038,25.038216
尚义巷口(东风东路),南太桥(东风东路),102.722038,25.038216,102.718069,25.038129
南太桥(东风东路),艺术剧院,102.718069,25.038129,102.703767,25.038576
小西门(东风西路),小西门(人民西路),102.700464,25.041723,102.696185,25.043828
小西门(人民西路),潘家湾(人民西路),102.696185,25.043828,102.693073,25.04408
潘家湾(人民西路),棕树营,102.693073,25.04408,102.689232,25.042101
棕树营,环西桥(环城西路),102.689232,25.042101,102.689492,25.038281
环西桥(环城西路),920医院,102.689492,25.038281,102.685408,25.034627
920医院,昆五中,102.685408,25.034627,102.680412,25.031523
阳光花园小区(阳光中路),云检培训中心,102.677279,25.009931,102.678898,25.006536
云检培训中心,南苑,102.678898,25.006536,102.683294,25.001411
南苑,杨家地(日新中路),102.683294,25.001411,102.687454,24.99803
杨家地(日新中路),邬小村(陆家路),102.687454,24.99803,102.68866,24.99674
邬小村(陆家路),广福路口(陆家路),102.68866,24.99674,102.684349,24.993984
广福路口(陆家路),湖畔之梦小区,102.684349,24.993984,102.683456,24.992435
湖畔之梦小区,太家河,102.683456,24.992435,102.689036,24.983207
太家河,昆明同仁医院(广福路),102.689036,24.983207,102.697313,24.979028
昆明同仁医院(广福路),广福路口(金湖路),102.697313,24.979028,102.705009,24.97806
广福路口(金湖路),逸雅路口(金湖路),102.705009,24.97806,102.705213,24.969644
逸雅路口(金湖路),苏家地(金湖路),102.705213,24.969644,102.702011,24.964285
苏家地(金湖路),金湖路口(海文路),102.702011,24.964285,102.699449,24.963073
金湖路口(海文路),平和花园小区,102.699449,24.963073,102.694918,24.961068
平和花园小区,环湖东路口(金湖路),102.694918,24.961068,102.693733,24.956879
环湖东路口(金湖路),金湖路口(环湖东路),102.693733,24.956879,102.692114,24.954392
